"ABO","term","E","P","A"
"modifier","unfriendly",-2.81,-0.16,-0.27
"modifier","ungrateful",-3,-0.96,0.02
"modifier","unhappy",-2.72,-0.58,-1.73
"modifier","unhealthy",-2.73,-1.14,-1.34
"modifier","unhelpful",-1.94,-1.21,-1.12
"modifier","unimaginative",-2.09,-2.23,-1.99
"modifier","unique",2.72,2.38,0.71
"modifier","unkind",-3.14,-0.83,0.47
"modifier","unlucky",-2.19,-1.4,-0.34
"modifier","unmotivated",-2.95,-2.19,-2.36
"modifier","unpopular",-1.11,-1.41,-1.54
"modifier","unreasonable",-2.54,-0.56,0.84
"modifier","unreliable",-2.93,-1.6,-0.92
"modifier","unsatisfied",-2.1,-1.1,-1.11
"modifier","unscrupulous",-1.25,-0.2,0.05
"modifier","unselfish",3.15,2.36,-0.43
"modifier","unsophisticated",-1.49,-1.56,0.58
"modifier","unsportsmanlike",-2.67,-1.42,1.59
"modifier","unstable",-2.3,-1.68,0.19
"modifier","unsuccessful",-2.39,-1.58,-1.06
"modifier","upset",-2.58,-0.54,-0.59
"modifier","uptight",-1.86,-0.6,0.02
"modifier","vain",-2.12,-0.37,0.93
"modifier","vengeful",-2.48,0.04,0.7
"modifier","vigorous",1.53,1.66,2.22
"modifier","violent",-2.88,1.3,2.53
"modifier","virtuous",3.05,2.34,0.01
"modifier","vivacious",1.48,1.38,2.06
"modifier","vulgar",-1.99,-0.15,2.02
"modifier","warm",2.5,1.54,-0.62
"modifier","warmhearted",3.26,2.45,-0.09
"modifier","weak",-2.17,-2.88,-2.09
"modifier","wealthy",2.17,2.74,0.92
"modifier","white",0.78,1.79,0.62
"modifier","wholesome",2.65,1.53,-0.44
"modifier","widowed",-2.65,-0.65,-1.44
"modifier","wild",-0.08,0.84,2.61
"modifier","wise",3.41,3.43,-0.93
"modifier","withdrawn",-1.16,-1.58,-1.93
"modifier","witty",1.97,1.67,1.77
"modifier","worried",-2.35,-0.9,-0.18
"modifier","worthless",-3.43,-2.79,-2.56
"modifier","worthy",2.9,2.62,0.45
"modifier","young",2.2,0.66,2.24
